,product url,product title,price,reviews,rating
488,https://www.daraz.pk/products/poco-m3-4gb-ram-64gb-rom-6000mah-high-capacity-battery-48mp-ai-triple-camera-i194644861-s1389574812.html?search=1,Poco M3 - 4GB RAM - 64GB ROM - 6000mAh High capacity Battery - 48MP AI Triple Camera,"Rs. 25,999",(1139), 4.6
489,https://www.daraz.pk/products/nokia-c1-545-display-1gb-ram-16gb-rom-one-year-replacement-warranty-i138544171-s1298584372.html?search=1,Nokia C1 - 5.45  Display - 1Gb Ram - 16Gb Rom - One Year Replacement Warranty,"Rs. 7,999",(81), 4.7
490,https://www.daraz.pk/products/jazz-digit-4g-elite-i201480230-s1415112372.html?search=1,Jazz Digit 4G Elite,"Rs. 4,399",(22), 4.9
491,https://www.daraz.pk/products/vivo-y51s-8gb-128gb-48mp-rear-camera-5000mah-i202346668-s1401636820.html?search=1,vivo Y51s - 8GB - 128GB - 48MP Rear Camera - 5000mAh,"Rs. 39,999",(21), 4.6
492,https://www.daraz.pk/products/nokia-1-plus-smartphone-545-ips-lcd-display-1gb-ram-8gb-rom-i107042459-s1255382217.html?search=1,Nokia 1 Plus Smartphone - 5.45  IPS LCD Display - 1GB RAM - 8GB ROM,"Rs. 10,999",(277), 5.0
493,https://www.daraz.pk/products/vivo-y51s-8gb-128gb-48mp-rear-camera-5000mah-i202346668-s1401636820.html?search=1,vivo Y51s - 8GB - 128GB - 48MP Rear Camera - 5000mAh,"Rs. 39,999",(21), 4.5
494,https://www.daraz.pk/products/nokia-1-plus-smartphone-545-ips-lcd-display-1gb-ram-8gb-rom-i107042459-s1255382217.html?search=1,Nokia 1 Plus Smartphone - 5.45  IPS LCD Display - 1GB RAM - 8GB ROM,"Rs. 10,999",(277), 4.5
495,https://www.daraz.pk/products/nokia-105-2019-dual-sim-fm-radio-800mah-battery-i117022187-s1269352108.html?search=1,Nokia 105 (2019) - Dual SIM - FM Radio - 800mAh Battery,"Rs. 2,600",(211), 4.7
496,https://www.daraz.pk/products/realme-7-pro-65w-super-dart-charge-8gb-ram-128gb-rom-64mp-sony-quad-camera-64-super-amoled-display-i184688864-s1369308975.html?search=1,"Realme 7 Pro - 6.4"" Super AMOLED Display - 8GB RAM 128GB ROM - 64MP Sony Quad Camera - 65W Super Dart Charge (Pre-Booking from 3rd till 15th Nov)","Rs. 49,999",(116), 4.8
497,https://www.daraz.pk/products/nokia-c1-545-display-1gb-ram-16gb-rom-one-year-replacement-warranty-i138544171-s1298584372.html?search=1,Nokia C1 - 5.45  Display - 1Gb Ram - 16Gb Rom - One Year Replacement Warranty,"Rs. 7,999",(81), 4.9
498,https://www.daraz.pk/products/jazz-digit-4g-elite-i201480230-s1415112372.html?search=1,Jazz Digit 4G Elite,"Rs. 4,399",(22), 4.9
499,https://www.daraz.pk/products/vivo-y51s-8gb-128gb-48mp-rear-camera-5000mah-i202346668-s1401636820.html?search=1,vivo Y51s - 8GB - 128GB - 48MP Rear Camera - 5000mAh,"Rs. 39,999",(21), 4.5
500,https://www.daraz.pk/products/nokia-1-plus-smartphone-545-ips-lcd-display-1gb-ram-8gb-rom-i107042459-s1255382217.html?search=1,Nokia 1 Plus Smartphone - 5.45  IPS LCD Display - 1GB RAM - 8GB ROM,"Rs. 10,999",(277), 4.8
